Title,Media_Type,Author,Identity,Count
Logan likes Mary Anne : a graphic novel,Book,"Galligan, Gale,",9781338304541 9781338304558,1
Logan likes Mary Anne!,Book,"Martin, Ann M., 1955-",0590411241 (pbk.),1
The loggers,Book,"Williams, Richard L.",,1
Loitering with intent,Book,"Woods, Stuart.",9781594133718 (lg. print : pbk.),1
Lola at the library,Book,"McQuinn, Anna.",1580891136 158089142X (pbk.) 9781580891134 9781580891424,1
"Lola Levine, drama queen",Book,"Brown, Monica,",9780316258432 (hardback),1
Lola the Fashion Show Fairy,Book,"Meadows, Daisy",9.78E+12,1
Lolita,Book,"Nabokov, Vladimir Vladimirovich, 1899-1977.",679723161,1
Lon Po Po : a Red-Riding Hood story from China,Book,"Young, Ed",0590440691 (pbk.),1
Lon Po Po : a Red-Riding Hood story from China,Book,"Young, Ed.",0399216197 (lib. bdg.) :,1
London,Book,"Menen, Aubrey.",,1
London,Book,"Rutherfurd, Edward.",0517591812 (alk. paper),1
London after midnight,Book,"Haining, Peter.",760703450,1
London Bridge is falling down!,Book,,385080255,1
London bridges : a novel,Book,"Patterson, James, 1947-",316710598,1
London's perfect scoundrel,Book,"Enoch, Suzanne.",0380820838 (pbk.),1
Lone Jack Trail,Book,"Laukkanen, Owen,",9780316448758 0316448753,1
Lone Star : a history of Texas and the Texans,Book,"Fehrenbach, T. R.",517402807,1
Lone star : a story of the Texas Rangers,Book,"Kudlinski, Kathleen V.",590673025,1
Lone star chapters : the story of Texas literary clubs,Book,"Wiesepape, Betty Holland,",1585443247 (cloth : alk. paper),1
Lone Star Christmas,Book,,373483538,1
Lone star justice : a comprehensive overview of the Texas criminal justice system,Book,"Horton, David M.",1571682260 (alk.paper),1
Lone Star justice : the first century of the Texas Rangers,Book,"Utley, Robert Marshall, 1929-",425190129,1
Lone star menagerie: adventures with Texas wildlife,Book,"Harris, Jim",1556226926 (pb),1
Lone Star standoff,Book,"Daley, Margaret,",9781335232083 1335232087,1
The lone star-log cabin quilt pattern,Book,"Field, Claire",,1
Lone survivor : the eyewitness account of Operation Redwing and the lost heroes of SEAL Team 10,Book,"Luttrell, Marcus.",0316067601 : PAP,1
Lone wolf,Book,"Lasky, Kathryn.",9.78E+12,1
Lone wolf : a novel,Book,"Picoult, Jodi,",9781439102749 (hardcover),1
The lonely book,Book,"Bernheimer, Kate.",9780375862267 0375862269 9780375962264  0375962263,1
The lonely girls club,Book,"Forster, Suzanne.",778322017,1
The lonely library,Book,"Ostby, Kristin",9780448448374 (pbk.),1
The lonely only dog,Book,"Brodkin, Adele M.",590522809,1
The Loner,Book,"Johnstone, J. A.",9780786021512 (pbk.) 0786021519 (pbk.) 9780786028160 (pbk.),1
The loner,Book,"Johnston, Joan,",0440234727 (pbk.) :,1
The Loner : Seven days to die,Book,"Johnstone, J. A.",9780786022793 9780786027675 0786022795 0786027673,1
The Loner: Blood of renegades,Book,"Johnstone, J. A.",9780786026180 (pbk.) 0786026189 (pbk.),1
Lonesome dove : a novel.,Book,"McMurtry, Larry.",9780671683900 0671504207 : 067168390X,1
The lonesome gods,Book,"L'Amour, Louis, 1908-",553050141,1
Lonestar homecoming,Book,"Coble, Colleen.",9781595547347 (pbk.) 1595547347 (pbk.),1
Lonestar secrets,Book,"Coble, Colleen.",9780739498606 0739498606 9781595544872,1
Long bright river,Book,"Moore, Liz,",9780525540670 0525540679,1
Long distance hiking on the Appalachian trail,Book,"Ryan, David",938631209,1
A long fatal love chase,Book,"Alcott, Louisa May, 1832-1888.",679445102,1
The long home,Book,"Gay, William.",1878448919,1
Long lost,Book,"Coben, Harlan,",9.78E+12,1
Long lost,Book,"Morrell, David,",446611948,1
Long may you run : all. things. running.,Book,"Cooper, Chris",9781439193877 (hc) 1439193878 9781439194249 (ebook) 1439194246 (ebook),1
"Long mile home : Boston under attack, the city's courageous recovery, and the epic hunt for justice",Book,"Helman, Scott.",9780525954484  0525954481,1
The long patrol,Book,"Jacques, Brian.",0441005993 (pbk.),1
Long range,Book,"Box, C. J.,",9.78E+12,1
Long ride home,Book,"Gear, W. Michael.",812513924,1
Long ride home,Book,"L'Amour, Louis,",055328181X (pbk),1
The long road home,Book,"Steel, Danielle.",0385319568\0385332858 (limited ed.)\0385319924 (lg. print),1
The long road home,Book,"Wick, Lori.",0890818851\1565075900,1
Long road to Mercy,Book,"Baldacci, David,",9781538761571 1538761572 9781538714706 1538714701,1
Long shadows,Book,"Hunter, Erin.",9780060892142 0060892145 9780060892159 (lib. bdg.) 0060892153 (lib. bdg.) 9780060892166,1
The long slide : thirty years in American journalism,Book,"Carlson, Tucker,",9781501183690 1501183699,1
Long Spoon Lane,Book,"Perry, Anne",0345469275 (alk. paper),1
A long time gone,Book,"White, Karen",9.78E+12,1
Long time gone : the autobiography of David Crosby,Book,"Crosby, David.",385245300,1
Long upon the land,Book,"Maron, Margaret,",9781455545322 (hardcover),1
The long valley,Book,"Steinbeck, John,",,1
A long walk to water : a novel,Book,"Park, Linda Sue.",9780547577319  0547577311,1
Long way down,Book,"Reynolds, Jason,",9781481438254 1481438255 9781481438261 1481438263,1
Long way down,Book,"Sears, Michael,",9780399166716 0399166718,1
A long way from Chicago,Book,"Peck, Richard",141311827,1
The long way home,Book,"Snelling, Lauraine.",1556618417 (pbk.),1
The long winter,Book,"Wilder, Laura Ingalls",0064400069 9780060581855 (pbk.),1
"Long, tall Christmas",Book,"Dailey, Janet,",9781420135091 1420135090,1
"Long, tall Texans",Book,"Palmer, Diana.",9.78E+12,1
"Long, tall Texans.",Book,"Palmer, Diana.",9780373779765 0373779763,1
"The longest day, June 6, 1944",Book,"Ryan, Cornelius.",,1
The longest ride,Book,"Sparks, Nicholas.",9781455520657 (hardcover),1
The longing,Book,"Lewis, Beverly,",9780764205842 0764205846 9780764203121 (pbk.) 0764203126 (pbk.),1
Longing,Book,"Kingsbury, Karen.",9780310276371 9780310276340 (pbk.),1
The Longview Cannibals : a complete history of East Texas' most celebrated baseball club,Book,"Barnhart, Jeff",1-878096-97-4,1
Look & find X-men,Book,,1561737038,1
Look again,Book,"Scottoline, Lisa",9780312380731 0312380739,1
Look alive :  behind the scenes of an animated film,Book,"Scott, Elaine, 1940-",0688099378 (library),1
Look alive twenty-five,Book,"Evanovich, Janet,",9780399179228 (hardcover),1
Look and find dinosaurs,Book,"Terrio, Bob.",785303278,1
Look and learn baby animals,Book,,1848797273,1
Look at Lucy!,Book,"Cooper, Ilene.",9780375855580 (pbk.),1
Look away :  a novel,Book,"Coyle, Harold, 1952-",684803925,1
Look behind every hill : a western duo [Large print],Book,"Frazee, Steve,",9781628998085 [Large Print],1
Look for me,Book,"Gardner, Lisa,",9781524742072 (paperback) 1524742074 (paperback),1
Look homeward : a life of Thomas Wolfe,Book,"Donald, David Herbert",316189529,1
A look inside dinosaurs,Book,"Clark, Neil D. L.",0895776898 : 9780895776891,1
The Look of Love,Book,"Clark, Mary Jane Behrends.",9780061995569 0061995568,1
Look who's playing first base.,Book,"Christopher, Matt.",0316139890 (pbk),1
Look-Alikes Christmas,Book,"Steiner, Joan",316811874,1
"Lookin' Back, Texas",Book,"Ellis, Leanna.",9780805446975 (pbk.) 0805446974 (pbk.),1
Looking at-- Mussaurus,Book,"Green, Tamara, 1945-",0836817893 (lib. bdg.),1
Looking at-- new dinosaur discoveries,Book,"Green, Tamara, 1945-",0836817923 (lib. bdg.),1
Looking at-- the dinosaur atlas,Book,"Green, Tamara, 1945-",0836817915 (lib. bdg.),1
Looking at-- Troodon,Book,"Anthony, Laurence.",0836817907 (lib. bdg.),1
Looking back,Book,"Plain, Belva.",0385334710\0440235774 (pbk.),1
Looking for a miracle,Book,"Brunstetter, Wanda E.",1597892998  9781597892995,1
Looking for Alaska,Book,"Jenkins, Peter, 1951-",312261780,1
Looking for Alaska : a novel,Book,"Green, John,",9780142402511 9780525475064,1
Looking for Easter,Book,"Chaconas, Dori,",9780807547496 (hardcover) 0807547492 (hardcover) 9780807547502  0807547506,1
The looking glass : a novel,Book,"Evans, Richard Paul.",684867818,1
Looking good from the inside out,Book,"Bennett, Tammy.",800758242,1
Looneyspoons : low-fat food made fun,Book,"Podleski, Janet,",096806311X,1
The loop,Book,"Evans, Nicholas, 1950-",038531700X,1
Loop group,Book,"McMurtry, Larry",743250796,1
Loose lips,Book,"Brown, Rita Mae",553099728,1
The Lorax,Book,"Seuss,",0394823370 0394923375 (lib. bdg.),1
Lord Foul's bane,Book,"Donaldson, Stephen R.",034531414x,1
The Lord God made them all,Book,"Herriot, James.",0312498349 (jacket).,1
The Lord is my shepherd,Book,"Wilhelm, Hans,",0439800021 : 9780439800020,1
Lord John and the brotherhood of the blade,Book,"Gabaldon, Diana",9780385337502 : PAP 0385337507 : PAP,1
Lord John and the private matter,Book,"Gabaldon, Diana.",385337477,1
Lord of chaos,Book,"Jordan, Robert,",9780765334657 (pbk.),1
Lord of Hawkfell Island,Book,"Coulter, Catherine.",515112305,1
Lord of light,Book,"Zelazny, Roger.",,1
Lord of My Heart,Book,"Beverly, Jo",451217985,1
Lord of shadows,Book,"Clare, Cassandra,",9.78E+12,1
Lord of the far island.,Book,"Holt, Victoria, 1906-",,1
Lord of the Highlands,Book,"Wolff, Veronica.",9780425231135 (pbk.) 0425231135 (pbk.),1
Lord of the Isles,Book,"Drake, David.",312853963,1
Lord of the shadows,Book,"Shan, Darren.",9780316016612 (pbk.) 0316016616 (pbk.),1
Lord of the silent,Book,"Peters, Elizabeth.",380978849,1
Lord of the wolves,Book,"Graham, Heather.",0440211492 9780440245490,1
Lords of corruption,Book,"Mills, Kyle,",9781593155674 (pbk.),1
Los 5 lenguajes del amor : el secreto del amor que perdura,Book,"Chapman, Gary D.,",9780789919779  078991977X,1
Los Barrios family cookbook : Tex-Mex recipes from the heart of San Antonio,Book,"Treviño, Diana Barrios.",0375760970 0375504230,1
Los camiones de bomberos,Book,"Carr, Aaron.",9781489644046 (hard cover) 9781489644053 (single-user ebk.) 9781489644060 (multi-user ebk.),1
Los corruptores,Book,"Zepeda Patterson, Jorge,",9.79E+12,1
Los cuatro acuerdos : una guía práctica para la libertad personal,Book,"Ruiz, Miguel,",187842436X,1
Los demonios del Edén : el poder que protege a la pornografía infantil,Book,"Cacho, Lydia,",9685957584,1
Los dentistas,Book,"Arnold, Quinn M.,",9781608189281 1608189287,1
Los desiertos,Book,"Roumanis, Alexis.",9.78E+12,1
Los enfermeros,Book,"Arnold, Quinn M.,",9781608189304 1608189309,1
Los juegos del hambre,Book,"Collins, Suzanne.",9788427202122  8427202121,1
Los maestros,Book,"Siemens, Jared.",9781489644312 (hard cover) 9781489644329 (single-user ebk.) 9781489644336 (multi-user ebk.),1
Los maestros,Book,"Arnold, Quinn M.,",9781608189311 1608189317,1
Los medicos,Book,"Siemens, Jared.",9781489644190 (hard cover) 9781489644206 (single-user ebk.) 9781489644213 (multi-user ebk.),1
Los obreros de la construcción,Book,"Arnold, Quinn M.,",9781608189274 1608189279,1
Los océanos,Book,"Roumanis, Alexis.",9.78E+12,1
Los planetas enanos,Book,"Roumanis, Alexis.",9.78E+12,1
Los policias,Book,"Siemens, Jared.",9781489644282 (hard cover) 9781489644299 (single-user ebk.) 9781489644305 (multi-user ebk.),1
Los pollitos = : Little chickies,Book,"Jaramillo, Susie,",9.78E+12,1
Los veterinarios,Book,"Arnold, Quinn M.,",1608189325 9781608189328,1
The Lose Weight Naturally Cookbook,Book,"Claessens, Sharon",878575391,1
Loser,Book,"Spinelli, Jerry.",0060001933 (trade) 0060004835 (lib. bdg.) 0060540745 (pbk.),1
Lost,Book,"Fielding, Joy.",743446291,1
Lost,Book,"Patterson, James,",9.78E+12,1
The lost,Book,"Preston, Natasha,",9781492652267 1492652261,1
Lost & found,Book,"Sheehan, Jacqueline.",9780061128646-paperback,1
Lost and found,Book,"Krentz, Jayne Ann.",0399146695 (alk. paper),1
Lost and found,Book,"Parkhurst, Carolyn,",9780316066396 0316066397,1
Lost and found : a novel,Book,"Steel, Danielle,",9780399179495 0399179496,1
The lost and found bookshop,Book,"Wiggs, Susan,",9.78E+12,1
The lost apothecary,Book,"Penner, Sarah,",9780778311157 9780778311010,1
Lost at sea,Book,"Donovan, Gail, 1962-",1590140206\1590140028 (pbk.),1
The lost books of Merlyn,Book,,1567184715 (pbk.),1
The lost boy : a foster child's search for the love of a family,Book,"Pelzer, David J.",1558745157,1
Lost boy found,Book,"Alexander, Kirsten,",9781538700563 1538700565,1
The lost castle : a novel,Book,"Cambron, Kristy,",9780718095468 (softcover),1
The lost choice : a legend of personal discovery,Book,"Andrews, Andy,",0785261397 (hardcover),1
Lost cities,Book,"Hamilton, Sue L.,",9.78E+12,1
Lost city,Book,"Cussler, Clive.",039915177X,1
The lost city of Faar,Book,"MacHale, D. J.",0743437322 (pbk.) :,1
The lost city of Z : a tale of deadly obsession in the Amazon,Book,"Grann, David.",9781400078455 1400078458,1
The Lost Continent,Book,"Sutherland, Tui T.",9.78E+12,1
The lost daughter,Book,"Williams, Mary,",9.78E+12,1
The lost dinosaur bone,Book,"Mayer, Mercer,",9780060539528 : 0060539526 : 9781448723515,1
The lost duke of Wyndham,Book,"Quinn, Julia,",9780060876104 (pbk.) 0060876107 (pbk.),1
The lost get-back boogie : a novel,Book,"Burke, James Lee,",0786889349 9780786889341,1
The lost girl,Book,"Lawrence, D. H.",,1
The lost girls of Paris,Book,"Jenoff, Pam,",9780778308614 0778308618 9780778330271 0778330273 9780778308928 9780778308614,1
Lost gold,Book,"Ballard, Todhunter,",9780843958362 (pbk.) 0843958367 (pbk.),1
The lost heir,Book,"Sutherland, Tui,",0545349192 9780545349192 9780545349246,1
The lost heir: the graphic novel.,Book,"Sutherland, Tui,",9780545942218 0545942217 9780545942201 0545942209,1
The lost hero,Book,"Riordan, Rick.",9781423113393 (lib. bdg.) 142311339X (lib. bdg.),1
Lost history,Book,"Parry, Robert,",1893517004,1
Lost horizon,Book,"Hilton, James, 1900-1954.",895773619,1
Lost in the blinded blizzard,Book,"Erickson, John R.",877191921,1
Lost in the dark unchanted forest,Book,"Erickson, John R., 1943-",141303875,1
Lost in the museum,Book,"Cohen, Miriam",440447801,1
The lost key,Book,"Coulter, Catherine,",0515155802 9780515155808,1
Lost Lake,Book,"Margolin, Phillip.",60735023,1
Lost Lake: a novel,Book,"Allen, Sarah Addison.",9.78E+12,1
Lost laysen.,Book,"Mitchell, Margaret, 1900-1949.",0684824280 (alk. paper),1
Lost light : a novel,Book,"Connelly, Michael, 1956-",316154601,1
The lost locket,Book,"Keene, Carolyn.",671879464,1
Lost magic,Book,"Byrne, Evelyn M.",9.78E+12,1
The lost memoirs of Jane Austen,Book,"James, Syrie.",9780061341427 (pbk.) 0061341428 (pbk.) 9780061341427 (hdbk),1
The Lost Order,Book,"Berry, Steve,",9781250056252 125005625X,1
Lost places,Book,"Jablonski, Carla.",006447383X (pbk.),1
The Lost Quilter : an Elm Creek Quilts Novel,Book,"Chiaverini, Jennifer.",9781416533160 1416533168,1
Lost roses : a novel,Book,"Kelly, Martha Hall,",9781524796372 1524796379,1
The lost scrolls.,Book,"Mason, Tom.",9780439870146 (pbk.) : 0439870143,1
Lost stars,Book,"Hunter, Erin,",9780062823519 (hardback) 9780062823526 (library),1
The lost stories,Book,"Flanagan, John",9780142421956 0142421952,1
The lost symbol : a novel,Book,"Brown, Dan,",9.78E+12,1
Lost trails,Book,,0786018240 (pbk.) 9780786018246 (pbk.),1
Lost treasures of the world,Book,"Groushko, Michael",,1
The lost valley,Book,"Brand, Max,",084395017X,1
Lost victory,Book,"Colby, William Egan",0809245094 :,1
The lost village : a novel,Book,"Sten, Camilla,",9.78E+12,1
The lost world : a novel,Book,"Crichton, Michael, 1942-",679419462,1
The lost years,Book,"Clark, Mary Higgins.",9.78E+12,1
Lots of lice,Book,"Katz, Bobbi.",590108344,1
Lots of scraps  : it's time to quilt,Book,,9781592172061 (hardcover) 9781592172283 (softcover),1
The lottery winner : Alvirah and Willy stories,Book,"Clark, Mary Higgins.",0671867172 0671867164,1
Louis,Book,"Lichtenheld, Tom,",9781328498069 1328498069,1
Louis L'Amour  Five complete novels,Book,"L'Amour, Lewis",,1
Louis Pasteur,Book,"Wood, L. N.",,1
Louis XIV.,Book,"Cronin, Vincent.",2720728,1
Louisa May Alcott,Book,"Cheever, Susan.",9781416569916 (hardcover),1
Louisiana Power & Light,Book,"Dufresne, John.",393036480,1
The Louisiana Purchase,Book,"Rowell, Rebecca,",9.78E+12,1
Louisiana's way home,Book,"DiCamillo, Kate,",9780763694630 0763694630 9781406387544 1406387541,1
"The Louvre, French and other European paintings",Book,"Laclotte, Michel.",0856671479 :,1
Lovable Lyle.,Book,"Waber, Bernard.",0395253780\0395198585,1
Love,Book,"de la Peña, Matt,",9781524740917 1524740918,1
Love & gelato,Book,"Welch, Jenna Evans,",9781481432542 1481432540,1
"Love & respect : the love she most desires, the respect he desperately needs",Book,"Eggerichs, Emerson.",1591451876 (hardcover),1
Love and marriage,Book,"Bloxham, Christine G.,",863503365,1
Love at first sight.,Book,"Wilde, Lori.",9.78E+12,1
Love by design,Book,"Roberts, Nora.",0373218257 (pbk.),1
Love by the book,Book,"James, Cara Lynn,",9781595546814 (pbk.) 1595546812 (pbk.),1
Love comes softly,Book,"Oke, Janette, 1935-",871233428,1
The love dare,Book,"Kendrick, Stephen,",9780805448856 (pbk.),1
Love finds a home,Book,"Oke, Janette, 1935-",155610866,1
Love finds you in Bethlehem New Hampshire,Book,"Bliss, Lauralee.",9781410445872 (hardcover) 1410445879 (hardcover),1
"Love finds you in Carmel-by-the-Sea, California",Book,"Bricker, Sandra D.,",9781609363154  1609363159  9781609360603  1609360605  9781609360573  1609360575  9781609360276,1
"Love Finds You in Humble, Texas",Book,"Higman, Anita",978-1-934770-61-0,1
